425388454,498081
166281075,227887
93334788,131847
331129591,484059
266055922,402081
295794210,441318
301394753,454425
82538707,122540
154615335,240456
127348112,203300
262097159,410694
182404219,278511
83360564,128162
299828256,455089
16156555,24728
286318123,433274
211814995,311211
285619685,431445
211704436,323237
230030934,339106
217005452,340495
300926234,465466
8980515,11528
123768196,186258
295204970,458047
317366574,479947
94825460,138287
93244254,132888
196346992,292790
129530975,193015
259068483,395541
182222287,280408
4084398,7387
44189473,66831
213542871,315429
87263653,125356
234478224,341737
328856714,460631
79128602,111485
6368547,15026
60808042,86413
1313469,3090
48382377,65194
58186544,90563
146059653,212433
287299708,424147
319677641,474078
180296522,264324
7002250,16159
316469369,471353
304800275,451957
29216694,43721
81271651,127189
193256589,282199
272454977,413000
26080312,38705
242606725,362888
67744487,104538
95527239,149703
312300724,489355
181002180,272451
70932996,108510
162211540,252605
106931565,160156
211888953,328266
248073234,389828
178042560,275561
309215031,487202
150073661,234783
284430513,435746
46057848,71563
11176927,14376
118994750,189002
154948430,229718
165401701,225447
44495168,65094
112019401,161577
133228849,207463
174002550,267996
268438325,406420
83678661,118623
108596496,160953
47717429,71137
231097782,343133
247517565,379241
109120784,170059
103554809,153033
94706761,138643
97939390,153891
254638296,402002
192523933,298878
265937623,409336
47994464,72546
9528009,9107
81711755,107940
270979661,406503
219641203,330552
131280461,199843
101406307,152205
98978674,161598
304289966,467425
250911962,381351
289129275,431515
129654823,189757
267249280,403687
38930457,58010
70578681,103410
128563260,195285
309189114,458590
111378078,163632
21085837,33098
91498347,148553
143526943,218591
56711509,88582
69059098,105384
138926894,211297
105582583,159267
198659451,286137
45152999,69271
11077771,15894
331694856,497726
226143282,345802
269601556,403981
278188789,412079
135395426,212066
139275049,221270
283610282,430493
286082338,423086
97622986,149819
261017297,398981
2569870,6052
78236905,117175
293311883,444885
158962835,245710
171317970,251387
247303926,373749
268797543,401528
127704583,192818
3521716,4384
33392454,57903
233943609,351224
167204406,264547
195712549,293612
283127347,421532
70015016,103616
172147409,277839
121199471,190540
205034692,325786
32996155,47051
300956097,458076
163372678,253640
117315225,157351
139904845,218844
125773758,190364
306343366,492305
63990925,99183
35545464,54801
73181,90
42243161,61602
57520672,92258
184817884,263767
26368324,43231
182350996,277578
8809458,8154
111058210,167822
54850441,81223
76213256,117342
276566422,404208
240337762,347743
285639762,431968
199401112,301166
105015260,153710
265994621,394535
118683402,190440
177699363,254904
257900980,393162
231400762,354657
21032786,34415
263089926,389371
120287220,183039
31538379,43430
266785691,389513
8767704,19700
109892540,161359
189613030,296720
84622768,140783
271630255,410870
213213376,312984
243132417,368247
239237760,358010
304406647,440565
131346581,194162
144394552,236829
72768607,107920
307164553,462048
235429325,356756
258678107,395695
109993638,178666
184360831,276200
204863983,319456
106629560,156629
207525755,321092
254948124,378831
191488156,297577
9543119,7886
280787534,425320
257326557,395399
320391554,471162
160731084,243447
187954861,290292
95341345,151888
271401597,416611
173929676,269103
48664395,69888
229739174,338318
84956559,123756
154665541,242019
255433859,397807
212723534,326157
244878439,358652
172611744,258675
291882528,422181
263420157,421853
27973329,38795
139880921,210417
66591888,101393
182522155,278470
174786574,278996
3814829,9386
233070451,342632
185812901,282520
305414840,460260
319762925,473922
234190578,347029
46221134,81661
174368227,270060
297240333,452420
152444343,231079
324551661,492954
88869774,131464
155581715,242060
3755495,9551
89131266,141181
243622833,371757
316451213,479516
231927377,350600
143855480,217039
109726746,164637
219567026,341533
185930597,275561
103072128,152804
183794991,276685
83261927,121509
179781042,271215
151604867,231719
55413542,85014
215555067,331040
28808539,38662
210386464,315740
316326311,476000
205364598,319284
242211185,373173
165470465,250235
59655628,96443
130685287,200421
20666742,32390
301824850,460574
143814063,222869
110890340,168070
124345174,186336
67815106,103338
50620384,73472
71049484,101544
140123609,212395
335204574,492174
66669873,111237
113215411,173524
172575553,257293
14436830,21606
156575733,229648
186955240,273352
86838351,127420
46349237,68622
240500154,370371
23239356,36117
26142804,38151
324506421,495265
128114339,198682
88311342,143479
