5984232213,498081
2869146931,240456
3294027368,278511
3634770280,311211
3802420401,323237
134938229,11528
2181844638,186258
1648349566,138287
1568202072,132888
2273996400,193015
85938544,7387
789637360,66831
1463833463,125356
1307184791,111485
174754966,15026
997197768,86413
33799630,3090
759671329,65194
4980603335,424147
5271660062,451957
5716324242,489355
3247946076,275561
4998794954,435746
3124657704,267996
4433930213,379241
3390151417,298878
3782949713,330552
5033634763,431515
664720470,58010
5303374861,458590
800283328,69271
4012869740,345802
2491114037,212066
1721408848,149819
4653367741,398981
4313436439,373749
3342527545,293612
2212598578,190540
2916483715,253640
5694304522,492305
4615622242,404208
4498239346,394535
2085688640,183039
238277809,19700
1838961285,161359
4731848376,410870
2228689636,194162
1256737174,107920
4127851909,356756
3692491657,319456
88735498,7886
4847503257,425320
1742780885,151888
3136128033,269103
4604226742,397807
4853198924,421853
3277574477,282520
5440786847,473922
1508179538,131464
2762884247,242060
4076294736,350600
3218886724,275561
2638067412,231719
5468633427,476000
369371215,32390
2511111313,222869
867911555,73472
2463840342,212395
2961953497,257293
4221673264,370371
3134817669,270129
5298431110,460855
5729336830,499867
4181168529,366537
462368734,40259
3455881360,299723
1229049655,107587
635570490,56039
879028637,76531
3081481081,264983
4524355116,384926
1335467892,116789
2687356835,234698
1167117183,102409
5143854390,446861
5204869328,447871
3023371751,261509
2683656117,230580
2679591846,234267
908049134,78265
3152246184,270442
3159992582,276972
2577225701,219731
4961320025,431306
1304385512,113483
1749276268,152686
379370774,33421
2251441722,198193
1956145880,168956
3450981925,296494
1061932073,91420
5600166594,482044
684306465,58475
324316821,28089
1093376735,95814
2757828574,238339
4429900658,387051
4541914046,395275
4143141186,369759
4514705828,393544
3783533951,327574
578066046,49914
4678293375,407650
4069659480,357208
5356741516,467587
3249089470,283920
1111994344,93973
227956164,19466
1501169652,130075
4488208273,386872
464993854,41446
4712121852,409921
4120777966,358223
4167115701,363114
4578663791,398619
5643594538,492239
3345658332,290864
1771671059,156316
2102866878,182516
3088946090,269555
3617199739,310758
3886974441,333740
815035450,69969
1521359398,130712
5611757941,491009
3709665376,317764
1958017517,169953
1918173122,170894
2393743685,209401
2491956130,216184
5313037987,461315
861320443,75707
2766434020,239695
1332373974,114769
2593018185,227694
5700992461,498098
4426007441,388268
3003259621,262243
1295169127,114870
5417833087,469841
4235421723,365392
69660317,5617
4329912112,375074
2948335512,258460
5213531395,454135
2215602531,190760
3570437435,308351
1227990702,106898
2269294228,195093
1104151628,96053
2192869549,193006
3181263698,273577
1799014328,158284
5666460499,497222
4981856151,434752
4326342538,374195
5148425675,446138
2025479061,175340
3342421378,290593
1620475018,141106
730175602,64615
517589667,45511
2555484707,218314
186505889,16836
5707658933,496955
994872186,88612
3116650842,277563
2229740226,193787
3508251139,302825
1634170818,140277
2971902801,253847
2114713636,184659
5487541271,476152
5174069881,445197
4088369619,358454
2812047002,245088
4126610373,358314
569084830,49338
5393501440,468784
2805980510,246362
333416627,30072
2308170334,199141
2363203815,205920
5361558311,469300
4401575447,382363
1800126100,154832
3745054340,318464
5002281714,428788
4933754692,423972
228442854,19243
1106813063,96601
2793400313,240344
4595246388,397663
169258432,14278
2029968291,176444
3716765427,321411
4014790065,347801
5049204297,433556
4010505461,349203
1777195883,154923
1997076247,173183
4796451199,409247
2653455593,232403
5565296610,487464
3454239162,296479
1285002868,110319
57935592,4947
2407217756,211883
2493271952,217672
3066053716,261691
3632530303,313472
3012984322,260289
3700950892,322258
5222663777,449952
3286122895,287976
594768200,53118
4181834413,366018
5608120866,483004
4337916367,373097
3638289456,316830
5352515036,466922
725862075,63118
4073242745,347348
4085479354,354871
1468273949,130509
4638803504,405590
3096579365,271224
478683826,41218
4381342090,381626
1899244090,163429
4105958372,354822
5586261102,481154
4824126460,417349
3488292119,304972
254693961,21805
968750185,84775
917448249,79291
2288885689,197186
3639610995,319043
3905538006,338543
3208026159,283929
3439506150,302353
3100376355,263526
1339252582,116402
22326274,2192
1142175424,103599
1575402011,137487
3588305888,309006
5311407425,458466
2860235078,248805
1274236638,109513
3355177428,291712
5451588950,465418
4413885625,382083
251337861,21621
4817078525,420555
1585012435,138205
3427357413,292025
4166884420,361107
3923556002,343275
720239678,61856
636420388,55222
2994088130,259099
2056423291,180343
4017786827,351854
4793025158,417266
3451330569,299648
629770595,55359
4394207826,379199
3732152438,321312
3202884204,280932
4717998510,407964
104725498,8526
2654361175,229849
2604624936,226830
5061266738,434087
1162062147,102285
4770730146,406747
5061032531,440541
436817202,37937
2504119556,218887
2275624893,199087
4736702479,406296
32129562,2697
921887745,80244
5393245735,470918
2011797419,176491
5599025502,491842
2786400954,238417
3799654740,332075
4179542923,362821
5410052623,466488
3622830072,310917
5693888711,495309
1605021383,143784
2053115723,178041
3785676689,329189
1381222791,119032
5615308873,489910
147836337,13099
5380372002,470556
3467495334,303519
331121352,27192
2047602479,177747
715099436,62749
2977357095,260116
550201542,46708
1698110552,146047
2057738299,178142
5130414835,445017
4577794710,394150
4465918516,383383
1348822679,119287
255750493,23322
3907399470,340671
1839944962,158226
5179953036,450971
2205833696,194002
2063851430,177474
4333803811,378529
4013725072,348876
2635353134,225797
2055053519,178666
807440241,68015
3092241829,274570
1739511556,149634
1092658577,93497
1337464513,114989
2629756389,227716
2364200350,204625
1269464196,112154
4013474520,347829
203493086,17543
873434364,77959
1822268426,157814
416307199,35641
1384225250,120095
1450136820,127465
1890156503,165501
5167475797,447290
1972423041,172930
1040377108,90954
1680131067,143975
361109131,31319
2289145891,199113
5747473016,498148
4272380210,374909
464358266,40681
3520828874,307340
5289406798,456102
4541270677,395330
5080494224,440638
5595676913,480385
4144377914,363518
5209486966,449519
3646307138,315290
3821559659,328679
5746115675,497490
1762674939,154669
2764306002,242432
1438736798,124926
2310979039,198921
11281507,973
3740674079,325187
765795614,65581
2924138263,254294
4010900714,344862
1562596188,134951
466661538,40174
3667597016,318605
5569549463,480165
1443943164,121538
1900945423,163983
4769214279,413340
2418922829,211125
5263633482,457060
4542888129,395082
2112119649,181713
414885240,35668
1630310150,139130
5467524719,474133
4833172305,418684
1725373121,148939
4282936564,372348
3365173873,291731
3946644280,347500
1987352429,170321
5141470071,443524
310951327,27623
3409453298,291471
4575281831,396221
2063316835,181417
4783221233,413000
4736464059,414462
3867565038,335505
310707057,27593
